year,perturbation,scenario,mean_uncovered_share,global_annual_unmet_gwh,global_storage_cost_musd_yr_mid,global_storage_cost_usd_yr_low,global_fleet_gw,ai_share,capex_year_used
2030,P3_burst,L0_W2,0.3344884422410201,641696.0071328626,80712.10773672744,54086.8701240937,219.0,0.44,2030
2030,P3_burst,L0_W3,0.2621042644464585,502831.30508466385,63245.79554535027,42382.329311910034,219.0,0.44,2030
2030,P3_burst,L1_W0,0.2706505706463467,519226.8807507773,65308.02042264333,43764.26929876617,219.0,0.44,2030
2030,P3_burst,L1_W1,0.2476597786691781,475120.42579009803,59760.33911389181,40046.65211777207,219.0,0.44,2030
2030,P3_burst,L1_W2,0.20911540151546143,401175.35088332184,50459.57553404242,33814.016074626015,219.0,0.44,2030
2030,P3_burst,L1_W3,0.1679097011029907,322124.6869840215,40516.63428089681,27151.043352310822,219.0,0.44,2030
2030,P3_burst,L2_W0,0.18371338659378592,352443.1093769826,44330.065792683716,29706.50350183296,219.0,0.44,2030
2030,P3_burst,L2_W1,0.1618678787174043,310533.8132466171,39058.74169709196,26174.079064717935,219.0,0.44,2030
2030,P3_burst,L2_W2,0.13174859587395665,252751.7762684334,31790.95454867494,21303.78301361983,219.0,0.44,2030
2030,P3_burst,L2_W3,0.11151223862449001,213929.53906676662,26907.91872365547,18031.558661102463,219.0,0.44,2030
2030,P3_burst,L3_W0,0.08385050171007474,160862.1565006758,20233.137750468548,13558.648440728493,219.0,0.44,2030
2030,P3_burst,L3_W1,0.06778413448637018,130039.79496403201,16356.321099915705,10960.71258509032,219.0,0.44,2030
2030,P3_burst,L3_W2,0.056880467454232635,109121.76398289806,13725.26472521098,9197.586724321005,219.0,0.44,2030
2030,P3_burst,L3_W3,0.05012383939890876,96159.57845644253,12094.889433662513,8105.038169708214,219.0,0.44,2030
2030,P_mix,L0_W0,0.4129175398596014,792157.5251682537,99637.05992423519,66768.87608048922,219.0,0.44,2030
2030,P_mix,L0_W1,0.3891532774708683,746567.2136312126,93902.74009735997,62926.188528109975,219.0,0.44,2030
2030,P_mix,L0_W2,0.34143849608068094,655029.2684210215,82389.15669699783,55210.695679508055,219.0,0.44,2030
2030,P_mix,L0_W3,0.2696352096610919,517278.97162222513,65063.01367537132,43600.08515724365,219.0,0.44,2030
2030,P_mix,L1_W0,0.27477278480674894,527135.1012846595,66302.71127413922,44430.832425502624,219.0,0.44,2030
2030,P_mix,L1_W1,0.2516941557976245,482860.1362483948,60733.83487733325,40699.01197306615,219.0,0.44,2030
2030,P_mix,L1_W2,0.21220292295553952,407098.5755148253,51204.59488789943,34313.26911313469,219.0,0.44,2030
2030,P_mix,L1_W3,0.17096822662102168,327992.2846788328,41254.65691472213,27645.607742508102,219.0,0.44,2030
2030,P_mix,L2_W0,0.1807298819942484,346719.4348130459,43610.14571694796,29224.07001412057,219.0,0.44,2030
2030,P_mix,L2_W1,0.15871866306824675,304492.23197664734,38298.835521984605,25664.850056183128,219.0,0.44,2030
2030,P_mix,L2_W2,0.1276434713433696,244876.34116397396,30800.387427235575,20639.983284572376,219.0,0.44,2030
2030,P_mix,L2_W3,0.10870744450490522,208548.70983599036,26231.121511642552,17578.022705556672,219.0,0.44,2030
2030,P_mix,L3_W0,0.04842568883451269,92901.77848768252,11685.125465770436,7830.446771535285,219.0,0.44,2030
2030,P_mix,L3_W1,0.034142338455730496,65500.02778701162,8238.551028430084,5520.82521421567,219.0,0.44,2030
2030,P_mix,L3_W2,0.029792382438012893,57154.898164381455,7188.906035019327,4817.436168544905,219.0,0.44,2030
2030,P_mix,L3_W3,0.029617888282709965,56820.14159708211,7146.800571022186,4789.220417196217,219.0,0.44,2030
2050,P0_baseline,L0_W0,0.39691898053187524,761465.2490115707,60873.55917247593,36722.63623991755,219.0,0.7,2050
2050,P0_baseline,L0_W1,0.3731154523634992,715799.6084322315,57222.92629387271,34520.352275107995,219.0,0.7,2050
2050,P0_baseline,L0_W2,0.3260837650370104,625572.1381976022,50009.902120491104,30169.017040078877,219.0,0.7,2050
2050,P0_baseline,L0_W3,0.25628077163110835,491659.28352798347,39304.552016507114,23710.898227349408,219.0,0.7,2050
2050,P0_baseline,L1_W0,0.26802314498297747,514186.3222611433,41105.4234641322,24797.29350281888,219.0,0.7,2050
2050,P0_baseline,L1_W1,0.2453820691101548,470750.77666368545,37633.070315321,22702.558722829526,219.0,0.7,2050
2050,P0_baseline,L1_W2,0.20759397692521298,398256.58909240563,31837.691967446044,19206.43374123104,219.0,0.7,2050
2050,P0_baseline,L1_W3,0.1686808193405142,323604.0310556161,25869.767738562223,15606.218581415258,219.0,0.7,2050
2050,P0_baseline,L2_W0,0.18572478965082817,356301.8654577348,28483.71966857203,17183.11349571465,219.0,0.7,2050
2050,P0_baseline,L2_W1,0.16426273876445263,315128.2085552765,25192.18792362049,15197.461193053667,219.0,0.7,2050
2050,P0_baseline,L2_W2,0.13434528033795912,257733.3596115543,20603.890902966956,12429.521142550719,219.0,0.7,2050
2050,P0_baseline,L2_W3,0.11586919172471781,222288.09217236764,17770.30186178042,10720.127753574057,219.0,0.7,2050
2050,P0_baseline,L3_W0,0.08041316685893446,154267.8358288542,12332.581486715833,7439.763831660096,219.0,0.7,2050
2050,P0_baseline,L3_W1,0.06381448848405734,122424.26728735495,9786.921843823458,5904.0669818717615,219.0,0.7,2050
2050,P0_baseline,L3_W2,0.054140655014635414,103865.59820627717,8303.292430746695,5009.05141202654,219.0,0.7,2050
2050,P0_baseline,L3_W3,0.05326023794767382,102176.57088833538,8168.2670904358665,4927.595907817289,219.0,0.7,2050
2050,P1_flatten,L0_W0,0.40749876487196723,781761.9304809768,62496.129922797874,37701.46968168785,219.0,0.7,2050
2050,P1_flatten,L0_W1,0.38356014832638724,735837.1309552743,58824.779188091576,35486.68744499003,219.0,0.7,2050
2050,P1_flatten,L0_W2,0.335079098763931,642829.1462326758,51389.473284279,31001.258339972665,219.0,0.7,2050
2050,P1_flatten,L0_W3,0.2595074888066397,497849.54682620993,39799.41814423511,24009.431597880965,219.0,0.7,2050
2050,P1_flatten,L1_W0,0.24153123139520996,463363.17555782665,37042.48581570806,22346.28220404128,219.0,0.7,2050
2050,P1_flatten,L1_W1,0.2186914175244792,419546.3630356619,33539.65317393014,20233.160338620906,219.0,0.7,2050
2050,P1_flatten,L1_W2,0.18221619453006238,349570.8362342528,27945.62327315653,16858.500996306386,219.0,0.7,2050
2050,P1_flatten,L1_W3,0.14354716403866546,275386.6213783374,22015.139644971132,13280.872285824978,219.0,0.7,2050
2050,P1_flatten,L2_W0,0.13087616676829822,251078.07337497405,20071.84960356673,12108.56144562993,219.0,0.7,2050
2050,P1_flatten,L2_W1,0.10983797438369797,210717.56357666152,16845.323002874095,10162.124202820787,219.0,0.7,2050
2050,P1_flatten,L2_W2,0.08589139459215997,164777.48704138334,13172.750983351987,7946.605212782994,219.0,0.7,2050
2050,P1_flatten,L2_W3,0.07306654519791021,140173.78296947887,11205.86538006636,6760.060093409599,219.0,0.7,2050
2050,P1_flatten,L3_W0,0.026809815847943248,51433.023115328244,4111.692792408287,2480.42336933326,219.0,0.7,2050
2050,P1_flatten,L3_W1,0.01646990539989698,31596.52531537836,2525.9103497198353,1523.7828740157706,219.0,0.7,2050
2050,P1_flatten,L3_W2,0.015592470856121319,29913.219789217383,2391.342424676471,1442.6033105385234,219.0,0.7,2050
2050,P1_flatten,L3_W3,0.015586313228752658,29901.40675056825,2390.3980589182856,1442.033611630053,219.0,0.7,2050
2050,P2_sharpen,L0_W0,0.4545568234963008,872039.9924682432,69713.19853557025,42055.244768740755,219.0,0.7,2050
2050,P2_sharpen,L0_W1,0.43203028827857004,828824.1862451398,66258.4119373333,39971.10720132607,219.0,0.7,2050
2050,P2_sharpen,L0_W2,0.38560989064019774,739769.4385997809,59139.13832975033,35676.32801414287,219.0,0.7,2050
2050,P2_sharpen,L0_W3,0.3150168871619488,604340.997006969,48312.62817234331,29145.118082228848,219.0,0.7,2050
