country,tau_ms,phi,reach_km,year,ob_star,uncovered_share,region,lcoe_gen,lcoe_store,lcoe_anc,lcoe_elec,perturbation
DK,300,0.6,17429,2025,1.1,0.15852252634258157,Europe,64.23420524422716,22.59619103462801,3.300000000000005,90.13039627885516,P_mix
DK,300,0.8,17429,2025,1.2,0.15059145817205638,Europe,70.1342182503421,9.262435482957757,3.600000000000005,82.99665373329987,P_mix
DK,300,1.0,17429,2025,1.2,0.14861152717259382,Europe,70.14476511481614,8.826363068696583,3.600000000000005,82.57112818351273,P_mix
DK,500,0.0,31714,2025,1.1,0.2457446036541914,Europe,62.775444696957784,55.59938065667956,3.300000000000005,121.67482535363733,P_mix
DK,500,0.2,31714,2025,1.1,0.20461872034570003,Europe,63.58936865938352,45.33681084181156,3.300000000000005,112.22617950119509,P_mix
DK,500,0.4,31714,2025,1.1,0.17585513390277097,Europe,64.03968111193448,34.99198414325245,3.300000000000005,102.33166525518693,P_mix
DK,500,0.6,31714,2025,1.1,0.1584703526795231,Europe,64.2381024961662,22.550339923964103,3.3000000000000047,90.08844242013032,P_mix
DK,500,0.8,31714,2025,1.2,0.15043261841584163,Europe,70.14369339389627,9.2933806826714,3.600000000000005,83.03707407656768,P_mix
DK,500,1.0,31714,2025,1.2,0.1484266166105444,Europe,70.15508583129369,8.803224637781243,3.6000000000000054,82.55831046907493,P_mix
DO,50,0.0,0,2025,1.1,0.3371808287815529,North America,84.20688477334527,55.95955173464136,3.2999999999999914,143.46643650798663,P_mix
DO,50,0.2,0,2025,1.1,0.3371808287815529,North America,84.20688477334527,55.95955173464136,3.2999999999999914,143.46643650798663,P_mix
DO,50,0.4,0,2025,1.1,0.3371808287815529,North America,84.20688477334527,55.95955173464136,3.2999999999999914,143.46643650798663,P_mix
DO,50,0.6,0,2025,1.1,0.3371808287815529,North America,84.20688477334527,55.95955173464136,3.2999999999999914,143.46643650798663,P_mix
DO,50,0.8,0,2025,1.1,0.3371808287815529,North America,84.20688477334527,55.95955173464136,3.2999999999999914,143.46643650798663,P_mix
DO,50,1.0,0,2025,1.1,0.3371808287815529,North America,84.20688477334527,55.95955173464136,3.2999999999999914,143.46643650798663,P_mix
DO,100,0.0,3143,2025,1.1,0.3371808287815529,North America,84.20688477334527,55.95955173464136,3.2999999999999914,143.46643650798663,P_mix
DO,100,0.2,3143,2025,1.1,0.32008089190966704,North America,84.2572782522343,55.846671367936516,3.2999999999999927,143.4039496201708,P_mix
DO,100,0.4,3143,2025,1.1,0.31000596232017974,North America,84.28021823454556,56.33112244154268,3.2999999999999914,143.91134067608823,P_mix
DO,100,0.6,3143,2025,1.1,0.3049501638196756,North America,84.2888981330592,56.29902008005476,3.2999999999999914,143.88791821311398,P_mix
DO,100,0.8,3143,2025,1.1,0.30284179320899113,North America,84.28968211606056,55.787385385850435,3.2999999999999927,143.377067501911,P_mix
DO,100,1.0,3143,2025,1.1,0.3020000795666709,North America,84.28955256953314,55.00292094722636,3.2999999999999905,142.5924735167595,P_mix
DO,150,0.0,6714,2025,1.1,0.3371808287815529,North America,84.20688477334527,55.95955173464136,3.2999999999999914,143.46643650798663,P_mix
DO,150,0.2,6714,2025,1.1,0.2981932873210385,North America,84.17172865266578,53.3508128206086,3.2999999999999914,140.82254147327436,P_mix
DO,150,0.4,6714,2025,1.1,0.27161794436466147,North America,84.16114682946252,51.74068257913511,3.2999999999999914,139.20182940859763,P_mix
DO,150,0.6,6714,2025,1.1,0.2561606879659196,North America,84.16428090292817,51.821302918915656,3.299999999999992,139.28558382184383,P_mix
DO,150,0.8,6714,2025,1.1,0.2483940726911315,North America,84.16396857788757,51.52717470592403,3.2999999999999914,138.9911432838116,P_mix
DO,150,1.0,6714,2025,1.1,0.24561198204125093,North America,84.16369697412182,51.201919026575844,3.2999999999999927,138.66561600069767,P_mix
DO,200,0.0,10286,2025,1.1,0.3371808287815529,North America,84.20688477334527,55.95955173464136,3.2999999999999914,143.46643650798663,P_mix
DO,200,0.2,10286,2025,1.1,0.29058018677494446,North America,84.12870743201324,48.99607969420317,3.2999999999999927,136.42478712621642,P_mix
DO,200,0.4,10286,2025,1.1,0.24714670558218743,North America,84.04703247196113,39.592648794309156,3.299999999999992,126.93968126627028,P_mix
DO,200,0.6,10286,2025,1.1,0.20991987654696134,North America,83.98708151281133,28.31697668566172,3.2999999999999927,115.60405819847306,P_mix
DO,200,0.8,10286,2025,1.1,0.18313616443967937,North America,83.95495188410464,18.95949321342616,3.299999999999992,106.21444509753081,P_mix
DO,200,1.0,10286,2025,1.1,0.17135920960721393,North America,83.9492350904184,20.10282176836686,3.2999999999999927,107.35205685878525,P_mix
DO,300,0.0,17429,2025,1.1,0.3371808287815529,North America,84.20688477334527,55.95955173464136,3.2999999999999914,143.46643650798663,P_mix
DO,300,0.2,17429,2025,1.1,0.29056492487167845,North America,84.1286043036852,48.998083800076834,3.2999999999999927,136.42668810376202,P_mix
DO,300,0.4,17429,2025,1.1,0.24704060511827894,North America,84.04661774810033,39.54289089022613,3.2999999999999927,126.88950863832648,P_mix
DO,300,0.6,17429,2025,1.1,0.20952983314642276,North America,83.98655449846228,28.236598118469747,3.299999999999993,115.52315261693204,P_mix
DO,300,0.8,17429,2025,1.1,0.18246807490273637,North America,83.9542157351831,18.606323871306365,3.2999999999999927,105.86053960648947,P_mix
DO,300,1.0,17429,2025,1.1,0.17056663677023548,North America,83.94842621531876,19.76665365735355,3.299999999999992,107.01507987267232,P_mix
DO,500,0.0,31714,2025,1.1,0.3371808287815529,North America,84.20688477334527,55.95955173464136,3.2999999999999914,143.46643650798663,P_mix
DO,500,0.2,31714,2025,1.1,0.29056492487167845,North America,84.1286043036852,48.998083800076834,3.2999999999999927,136.42668810376202,P_mix
DO,500,0.4,31714,2025,1.1,0.24704060511827894,North America,84.04661774810033,39.54289089022613,3.2999999999999927,126.88950863832648,P_mix
DO,500,0.6,31714,2025,1.1,0.20952983314642276,North America,83.98655449846228,28.236598118469747,3.299999999999993,115.52315261693204,P_mix
DO,500,0.8,31714,2025,1.1,0.18246807490273637,North America,83.9542157351831,18.606323871306365,3.2999999999999927,105.86053960648947,P_mix
DO,500,1.0,31714,2025,1.1,0.17056663677023548,North America,83.94842621531876,19.76665365735355,3.299999999999992,107.01507987267232,P_mix
DZ,50,0.0,0,2025,1.1,0.3474048932950463,Africa/MENA,75.40545823789552,58.37149449728786,3.2999999999999714,137.07695273518334,P_mix
DZ,50,0.2,0,2025,1.1,0.3474048932950463,Africa/MENA,75.40545823789552,58.37149449728786,3.2999999999999714,137.07695273518334,P_mix
DZ,50,0.4,0,2025,1.1,0.3474048932950463,Africa/MENA,75.40545823789552,58.37149449728786,3.2999999999999714,137.07695273518334,P_mix
DZ,50,0.6,0,2025,1.1,0.3474048932950463,Africa/MENA,75.40545823789552,58.37149449728786,3.2999999999999714,137.07695273518334,P_mix
DZ,50,0.8,0,2025,1.1,0.3474048932950463,Africa/MENA,75.40545823789552,58.37149449728786,3.2999999999999714,137.07695273518334,P_mix
DZ,50,1.0,0,2025,1.1,0.3474048932950463,Africa/MENA,75.40545823789552,58.37149449728786,3.2999999999999714,137.07695273518334,P_mix
DZ,100,0.0,3143,2025,1.1,0.3474048932950463,Africa/MENA,75.40545823789552,58.37149449728786,3.2999999999999714,137.07695273518334,P_mix
DZ,100,0.2,3143,2025,1.1,0.3097148795236841,Africa/MENA,75.58216701828843,55.06410058279689,3.2999999999999727,133.94626760108528,P_mix
DZ,100,0.4,3143,2025,1.1,0.2803855711178694,Africa/MENA,75.72024298352778,54.19716342343559,3.2999999999999727,133.21740640696336,P_mix
DZ,100,0.6,3143,2025,1.1,0.2580392425597599,Africa/MENA,75.81711442021962,54.72863185926617,3.299999999999974,133.84574627948575,P_mix
DZ,100,0.8,3143,2025,1.1,0.24222387474367688,Africa/MENA,75.86744224386301,55.1896581166302,3.2999999999999727,134.35710036049318,P_mix
DZ,100,1.0,3143,2025,1.1,0.23363492905001104,Africa/MENA,75.87969479855998,55.37849481156522,3.2999999999999727,134.55818961012517,P_mix
DZ,150,0.0,6714,2025,1.1,0.3474048932950463,Africa/MENA,75.40545823789552,58.37149449728786,3.2999999999999714,137.07695273518334,P_mix
DZ,150,0.2,6714,2025,1.1,0.3038495081399419,Africa/MENA,75.65047626691928,52.79240706035925,3.2999999999999727,131.74288332727852,P_mix
DZ,150,0.4,6714,2025,1.1,0.2660881446095625,Africa/MENA,75.86162422781402,45.93114156429155,3.2999999999999727,125.09276579210554,P_mix
DZ,150,0.6,6714,2025,1.1,0.23520870629380353,Africa/MENA,76.01821888703768,43.0194865897935,3.2999999999999727,122.33770547683115,P_mix
DZ,150,0.8,6714,2025,1.1,0.2124473500128666,Africa/MENA,76.10315175472505,43.35292051461577,3.299999999999974,122.75607226934078,P_mix
DZ,150,1.0,6714,2025,1.1,0.20035070496124244,Africa/MENA,76.12275296699431,43.753058233214695,3.299999999999974,123.17581120020897,P_mix
DZ,200,0.0,10286,2025,1.1,0.3474048932950463,Africa/MENA,75.40545823789552,58.37149449728786,3.2999999999999714,137.07695273518334,P_mix
